id,text,polarization,language
hau_b8a53eb886ae3adcd26232698c8d7e16,"Shegu Yan iska hisbah, kuma za a ce masu su taimaka a shiga daji a je ai fada da bandits su ne cikin gaba, amma indai a ci zalin talakawa su ne kan gaba, wallahi Addinin Gargajiya ba a ta ganin su a partyn ya ran ma su kudi ba, su ne kai tsaye a Arewa",1,hau
hau_4d70383b75754aa358de3c650c823fa2,Shifa Alai Sani mai bakin kiss besan Prof bane wallahi. Maybe he was tripping thinking prof was part of that Kabiru Gombe clique Bala lau and crew. Those Jagaliya types ain't know what real education or reading mean.,1,hau
khm_7352debfa95fd7689f9bd9f6cd631497,សមយុទ្ធនេះកើតឡើងមួយថ្ងៃក្រោយដែលកូរ៉េខាងត្បូងបានបញ្ចេញយន្តហោះចម្បាំង ដើម្បីឆ្លើយតបទៅនឹងសមយុទ្ធទម្លាក់គ្រា�,0,khm
khm_02d74eca6f8fe623ffb10333e58c79c3,ចក្ខុវិស័យរបស់សាលាគឺដើម្បីលើកកម្ពស់ភាពជាអ្នកដឹកនាំក្នុងសម័យកាលថ្មី។,0,khm
khm_bb0fe160b28546234db243e8f4914d5d,ការបង្ហាញខ្ញុំអំពីរបៀបធ្វើវា,0,khm
khm_e7f93f259534f3221752c0016b1e9dba,ការសិក្សាមួយបានបញ្ជាក់ថា ខ្លួនមនុស្សៗយើងនីមួយៗមានកោសិកាលើសពី ៣០ សែនលាន។,0,khm
khm_96d9afbdcd7a55d909c271ed86704211,ព្រះតេជព្រះគុណបន្ថែមទៀតថា កូនចៅគេសង់ចេតិយទុកសម្រាប់ឪពុកម្តាយ ពេលដែលគាត់ចាស់ជរាឬឈឺធ្ងន់នៅដំណាក់កាលចុងក,0,khm
hau_e537a37f25aa5bf472252ccff5d2bff8,Kt hisbah needs to be shut down. Bunch of mahaukata losers,1,hau
hau_6f5e04a2c85df0d626fb76755443d9c5,"Ni duk a Qabilun Nigeria banga marasa hankali da tunani irin Yoruba ba, me suke dashi a yan kin su da har suke son a raba Nigeria Mai yana Niger Delta.",1,hau
khm_367c8673c49ad744fd6179527f28301c,ចំណាត់ថ្នាក់តាមកម្រិតជីជាតិគឺជាការវាយតម្លៃគុណភាពដី ហើយវាផ្តល់នូវគោលការណ៍ណែនាំសម្រាប់ការគ្រប់គ្រង,0,khm
khm_19c0945fc72126db751141667fdba5cd,លោកវរសេនីយ៍ទោ Tran Hoa Hiep ដែលជាប្រធានប៉ុស្តិ៍ការពារព្រំដែននៅច្រកទ្វារព្រំដែនអន្តរជាតិ Tinh Bien បានឲ្យដឹងថា ក្រុមនេះមានស,0,khm
khm_31af628c4463f5828c179007a2e446de,នៅក្នុងភាគទី ៨ ក្នុងចំណោមភាគទាំង ១២ ដែលផ្អែកលើប្រលោមលោកដែលមានឈ្មោះដូចគ្នាដោយលោកស្រី Louisa May Alcott បានបង្ហាញពីអតី,0,khm
khm_2057f8cb9c6c18e5381fffc61ff3b4cc,នេះបើតាមឯកសាររបស់រដ្ឋាភិបាលកម្ពុជា ដែលបានផ្ញើទៅសម្តេចហេង សំរិន ប្រធានរដ្ឋសភា អំពីការរៀបចំបោះឆ្នោតជូនសេចក្�,0,khm
khm_5ccdfd060478e81f465a04881e35bdb2,ខ្ញុំចង់ចាកចេញមុនពេលថ្ងៃរះស្អែក,0,khm
khm_1ca647129f498ef3e39b21b557cd48c2,ខ្ញុំចង់កាល់ទូរសព្ទទៅប្រទេសជប៉ុនដែលជាការហៅចម្ងាយឆ្ងាយ,0,khm
khm_82d4be5b5eddd4aef89ae6baab9a74b0,គាត់ចេញទៅហើយ ឥឡូវនេះគ្មាននៅទីនោះទេ,0,khm
khm_bb0fe160b28546234db243e8f4914d5d,របៀបបង្ហាញខ្ញុំយ៉ាងណាឲ្យច្បាស់,0,khm
hau_dd620d654cb1ab3f5f48b783c9c418dc,"Shifa da Arewa a Barbara yake dadi guda, kuma agama Barbaran a haifi yara akasa rikishin, akaima malamin allo yayita musu bugun dawa 💔😭",1,hau
hau_a23c9e16e50ee47d5a75bc911b183e10,ABU DAYA NE KE GABAN MANYAN AREWA SU TARA KUDI NA KECE RENI. BANDA WANNIYAN BABU KOMAI A WAJEN ASARARRU.,1,hau
khm_39e02c47a74d39dcccb83caf5dc0bbcc,ដូច្នេះអ្នកប្រហែលជាចង់ចំអិនម្ហូបនៅផ្ទះញឹកញាប់ជាងមុន។,0,khm
hau_2ca5bc82fd44f4289019ab064a9263d3,Yaron da aka kama da jahiliyya jiya a wajen zanga-zanga ashe dan kwankwasiyya ne..🤔  Nace ba shima Baffa Babba ne ya dauki nauyin sa..?,1,hau
khm_393e83949f11a66b8f76b22b1055bab6,ការទទួលខុសត្រូវរបស់ម្ចាស់ដំណាក់កាលសំខាន់ៗបានបញ្ជាក់ដូចខាងក្រោមហើយ,0,khm
khm_94fb2cc051c52deb612a447f6f587a36,កិច្ចសន្យាត្រូវចុះបញ្ជីការអាពាហ៍ពិពាហ៍ហើយត្រូវចុះហត្ថលេខាដោយមន្រ្តីអត្រានុកូល ដ្ឋានប្តីប្រពន្ធនិងសាក្សីពីរន,0,khm
khm_8be362bc1927de9e20030bdc1681b94f,ការិយាល័យដែលទទួលខុសត្រូវក្នុងការត្រួតពិនិត្យ និងវាយតម្លៃចំណុចដៅ និងសូចនាកររបស់គោលដៅអភិវឌ្ឍន៍ប្រកបដោយចីរភ,0,khm
khm_b65bfec5a3b7406cedd80022c2faad61,រូបថតបង្ហាញផ្នែកផ្លូវមួយចំនួននៃស្ពានត្រូវបានបំផ្លាញខ្ទេចខ្ទីទៅហើយ បើទោះបីជាមានការដោះស្រាយបានមួយផ្នែកហើយក៏,0,khm
khm_d2af9db19db4a60995bc1973de211844,ជំងឺមិនឆ្លងគឺជាប្រភេទជំងឺរ៉ាំរ៉ៃ ឬ ជំងឺដែលមានសភាពធ្ងន់ធ្ងរ។,0,khm
khm_d206772af1db357dc4a82539ac959ea9,គោលដៅទាំងនេះមានចំនួន១៧ ដែលត្រូវបានគេស្គាល់ថាជាគោលដៅអភិវឌ្ឍន៍ប្រកបដោយចីរភាពរបស់អង្គការសហប្រជាជាតិ ដោយមានគោ,0,khm
hau_7106cfdc491a2b97c61e81677d124b09,@USER borno = yan kwalta. yobe = karuwai na karasa miki wanda kikayi niya no skip dayo,1,hau
hau_7e4fda2f1e123a3171a99eb668ff3414,Yan Kaduna akwai sakarci alaji Musamman these fake news peddlers ..wai hada dollar da naira...the same corrupt boys that were celebrating 50k from kd governor like they actually did something meaningful,1,hau
khm_7e6390d1c3ce1a1e025fc5f1394e1d7f,ការប្រកាសនេះត្រូវបានធ្វើឡើងដោយលោកនាយករដ្ឋមន្ត្រី ហ៊ុន សែន ក្នុងកិច្ចប្រជុំគណៈរដ្ឋមន្ត្រីប្រចាំសប្តាហ៍ ដែលប្រ,0,khm
khm_cd2d928637d4a5762e76160764dd1380,ពេលនោះមានស្រ្តីម្នាក់ដែលនាងស្គាល់ថាជាឈ្មួញកណ្តាលដើរទិញជ័រកៅស៊ូដូចគ្នាបាននិយាយបោះពាក្យសម្តីដាក់នាងថា [មាន់ព្រ,0,khm
hau_86c0ac18526532902bbe7fe1edaef064,"Saboda jahilci da kin gaskiya da iyya munafirchi na bakano Anna sallah ka kunnawa massalata wuta da, wani gari akkayi haka da kaji yarda kanawa zasuyi ta haushi kamar karnuka",1,hau
khm_77c8291a66208752488eaf558be2ffe1,ការមិនបានចេញទៅប្រកួតលើកនេះ កើតឡើងបន្ទាប់ពីអ្នកលេងគុនខ្មែរគីឡូស្រាលបានប្រកាសយ៉ាងច្បាស់ថា ចង់ទៅប្រកួតក្រៅប្រ,0,khm
hau_146c802013ed8f3f92c51a6b80f81f1c,"Pantami shine oniyan gaba daya, kowanne influencer ya yi kira gaba naye a kan kansa",1,hau
hau_d8075b26faf8af3e59cd0f5d0f3d9949,dole a yi wa sheikh dahiru bauchi uzuri. shi ne izalar da ya sani ita ce wacce ta ke cewa shi kafiri ne. wacce take cewa gara kirista da shi (dan darika). wacce ta ke kwatanta annabi (s.a.w) da amblam din wasika ce. #copied,1,hau
khm_8cc91bbbf667c574201c13d93f03377c,គេធ្លាប់ដាក់គូប្រកួតធ្លាក់មកដល់ទៅ២៦លើកហើយ។,0,khm
hau_082cb6a1a6dd92deabaa1740e3368ffc,Kai Jama'a gwa'mnatin asara'ru tana aiki a Kano Shugaban karamar hukumar Nasarawa zaiyi empowerment na Jarkokin Yan Garuwa..😂😭😂 Kwankwasiyya Amana..😂,1,hau
khm_72f9cc511f25fb9737b035dbb40dd67d,កូរ៉េខាងជើងបានបាញ់មីស៊ីលចំនួន ២ គ្រាប់ទៀត កាលពីថ្ងៃព្រហស្បតិ៍ទី ៦ តុលា ទៅកាន់សមុទ្រក្នុងទិសដៅជប៉ុន។,0,khm
khm_332cd43f6030cd700c26e05012e72252,ខ្ញុំព្យាយាមទៅរកម៉ាក់ខ្ញុំដើម្បីបន្លប់អារម្មណ៍ តែម៉ាក់ខ្ញុំចេញទឹកភ្នែកមុនខ្ញុំទៅទៀត...,0,khm
khm_ee4ba6c69fa326cc7cd28f38788d7b87,ខ្ញុំកំពុងនៅសណ្ឋាគារមួយ។,0,khm
hau_ffb4dff2af7af0af71d46725ca22c88d,"En arewa kada mushiga hankalinmu dan kutumar ubanmu, mucigaba da shashanci da shirita. If these allegations are true, in 20years time northern Nigeria go vanish completely. Let’s stop pretending and vote this useless APC the hell out. APC no bring anything but disaster to Northerners.",1,hau
hau_fbd66503302b3fb252de623dfb1cc0d3,"Kwankwasiyya gida ya fi kwallon daraja, zonza da jakanta",1,hau
khm_2364543067f35b25d0f9fe765a27d09c,យ៉ាងណាក៏ដោយ ទីក្រុងកៀវក៏បានបញ្ជាក់ក្រោយមកថា ការនិយាយរបស់លោកហ្សេឡេនស្គី អំពីការវាយប្រហារការពារទៅលើរុស្ស៊ី គ,0,khm
hau_38719ac7544d7e25949bd81d8f235786,"Wannan ai haukane kace kanoce mutun sauran duk kare ne. Akwai wanda yakamata acema kare kamar kano ma dan daga mutaninta har garin haka suke behaving kamar karnuka, kuma ko kaso ko karkaso sokoto taci uban kano tace mata kare",1,hau
khm_09ab1acc5f2871d5a00f006c2f4f3a0e,គេបានយកសាកសពរុំក្នុងកំណាត់ក្រណាត់ពណ៌ស ប្រើមឈូសឈើ ហើយយកទៅដាក់បូជានៅកន្លែងឆ្ងាយៗដោយគ្មានសម្លេង,0,khm
hau_877b2648014697b442c1228700e7f08b,Ba tsinanne laananne irin minister of power  Allah tsine maka albarka  In Sha Allah sai Allah ya mana sakayya laaananne 😤🔥💥💀💀,1,hau
khm_06dadb1c6cb0ab2b1b5004da144737d4,ច្បាប់គ្រប់គ្រងនិងធ្វើអាជីវកម្មធនធានរ៉ែថ្មី ដែលហៅថាច្បាប់រុករករ៉ែ បញ្ជាក់ថា រាល់រ៉ែទាំងអស់ជាកម្មសិទ្ធិរដ្�,0,khm
khm_8caba0eb78105a4791991c34c2c36e97,"ប្រេងប្រភេទសម្រាប់ចែកចាយនៅខែកក្កដាបានធ្លាក់ថ្លៃ៦៣សេនឬស្មើនឹង១,១ភាគរយមកនៅតម្លៃ៥៨,៥០ដុល្លារក្នុងមួយធុងន�",0,khm
khm_66f762e1f3fe0ebae33f5a98fa79045e,បន្ទាប់ពីក្រុមការងាររបស់ខ្ញុំបានសម្រេចកិច្ចការធំៗនៅក្នុងក្រុងព្រះសីហនុ និងក្រុងសៀមរាប។,0,khm
khm_5d5fe99faba49bb7d04a33c2133eeedf,ជុំវិញបញ្ហានេះ ប្រជាពលរដ្ឋនៅតំបន់ខាងលើ បានស្នើសុំទៅលោកស្រី គឹម ញឹប អភិបាលខណ្ឌដង្កោ និងមន្ទីរសាធារណការភ្នំព,0,khm
hau_5cebff96430a7765dfdb5ffd9730f6f7,@USER babu dan adam da isa ne mishi hassada a doron duniya matsala daku kuma rashin iya magana duk wanda be son madugu be da kima a idonku yadda dai yan obi suke ma mutane a kudu haka kuke ma mutane a arewa allah ya sawwaqa kuma sa gu gane,1,hau
hau_4c4fa65aa8604cbaca3d1e0105f55f5b,"Wallahi, Da a Kano wani ilu ya dace qabilu kuma Kiristoci, kuma yanzu an fara jifawa da sauki. Amma Musulmai Yan Arewa duk suka yi shiru a cikin kama. Kai kada sa kan social media din nan.",1,hau
khm_7dd172c4e8ecc465307a2315e7799a22,រកវិធីដែលអ្នក និងមិត្តអ្នក ចង់ធ្វើជាមួយគ្នាដើម្បីជួយគ្នាឱ្យសម្រេចបាននូវគោលដៅ។,0,khm
khm_0ea0c9467f0f2a0cbab822a965bc6a59,ខណៈដែលថវិកានោះអាចឡើងដល់ ១០០ លានផោន ប្រសិនបើខ្សែប្រយុទ្ធ​លំដាប់​ពិភពលោក Cristiano Ronaldo សម្រេចចិត្ត​ចាកចេញពី Old Trafford។,0,khm
hau_b63a260bb7add32db326904fb80dec5a,s.lamido: kwanwaso karya kake kwanwaso: har da ku wanda ke kwanan kano kullum? ka kwanan a dutsen idan ka kai arne. ##url,1,hau
hau_2bc79d4f042375cdc82d19b376a06dee,#mykaduna tsaro muke bukata ba shirman baka daji ba. #matasa ku dawo harbiyar ku. ##url,1,hau
khm_12f3bc8f0ded7dfce6103ccbe83528e0,ខ្ញុំចង់ចុះឈ្មោះចូលរៀន,0,khm
khm_77c8291a66208752488eaf558be2ffe1,ការមិនបានចេញទៅប្រកួតលើកនេះ បន្ទាប់ពីអ្នកលេងគុនខ្មែរគីឡូស្រាលបានប្រកាសថាចង់ចេញទៅប្រកួតក្រៅប្រទេសយ៉ាងខ្លាំង,0,khm
hau_a8392e1ebbf6e9a6dc1f3be71eda7776,"Duk wanda ya fi hada da PR a Azzaluman shugaban ne ya siyasa, Allah ka hana shi jin dadi duniya dana lahira. 😭😭😭",1,hau
khm_da814edb7c73ca1fbf90e97794d1e62d,បានបញ្ជាក់ថានាវាដែលបែកបាក់ជា១៥០បន្ទប់ហើយក្រុមអ្នកមុជទឹកកំពុងរុករកទៅតាមបន្ទប់មួយមួយ ខណៈដែលក្រុមអាជ្ញាធរបានប,0,khm
khm_fcf23c4a12b46add4aa35f5f9e311571,យើងមើលឃើញមានការដេញដោលដូចគ្នានៅម្សិលមិញ។,0,khm
hau_f02f55904b4722dd9a63205affedd591,"Saboda Jahilchi fa irin na Dan Kaduna, har masallachi a ka bi wani da gudu, chikin Ramadan aka kashe shi. Amman saboda munafirci irin na su, shiru kake ji. Amman ko akuya che aka kashe a masallachi a Kano, da har bayan Sallah basu daina haushi ba.",1,hau
khm_345e84ac08215d3bb802420b11471a3f,ខ្ញុំចង់ហៅទូរស័ព្ទទៅស្ថានទូតជប៉ុនណាមួយ,0,khm
khm_65b5f021d5da1ccc8821e86fee74100f,ត្រូវគិតគូរឲ្យបានល្អិតល្អន់មុននឹងប្រើថ្នាំសម្លាប់សត្វល្អិត ដើម្បីមើលថាតើវាមានប្រយោជន៍ប៉ុណ្ណា បើធៀបទៅនឹងហ,0,khm
khm_da814edb7c73ca1fbf90e97794d1e62d,បាននិយាយថា នាវានោះបានបែងចែកជា​១៥០បន្ទប់ហើយក្រុមអ្នកមុជទឹកកំពុងរុករកទៅម្តងមួយបន្ទប់ៗ ខណៈដែលក្រុមអាជ្ញាធរបា�,0,khm
khm_907f3ba28b38e37e7283fdb609b5c868,ផែនការត្រូវបានគ្រោងទុកយ៉ាងច្បាស់លាស់ពីការចាប់ផ្តើមរហូតដល់បញ្ចប់គម្រោង,0,khm
khm_414263df414ce295d4fe2e7e4d6e5b59,គួររំលឹកដែរថា នាយករដ្ឋមន្រ្តី ហ៊ុន សែន បានផ្ញើរដំណើរការតាមផ្លូវច្បាប់ទៅកាន់តុលាការបារាំងក្នុងឆ្នាំ ២០១៩ ដ,0,khm
khm_fcdad59cd41554ca4b177d51e1fbe4e3,វីដេអូដែលអ្នកគេបង្ហោះនៅលើបណ្តាញសង្គម បានបង្ហាញពីផ្សែងខ្មៅៗហុយឡើងពីលើតំបន់ជាច្រើនក្នុងទីក្រុង។,0,khm
khm_8adda32551e812e80cc45d1ab9226b6f,នាយកកិច្ចការទូទៅនៃអង្គការសិទ្ធិមនុស្សលីកាដូលោក អំ សំអាត បញ្ជាក់ថា ការប្រើពាក្យដើម្បីដណ្តើមជ័យជម្នះ ឬក៏ប្តឹ,0,khm
hau_f6bb25aaa833679b18b81e0dd4758c82,Wahala ko ke cikin ta kuma in sha Allahu kuma zaku dawo a cikin ta. Rabi’u kyashe she da mulkin Nigeria har abada in sha Allahu. Tsinannu asarar jahilai banza wawaye Allah ya kara tsine maku albarka.,1,hau
hau_71758b82621cd27c1ed5eec2f1e543fe,PDP ne za suka welfareshi kam APC masu jin jarirai sunyi daga abun haushi domin suka Barawo kuma ya nuna maka ba komai,1,hau
khm_eca6e9f42f90c71fd705f51efec16971,រដ្ឋមន្ត្រីការបរទេសកោះសូឡូម៉ុន Jeremiah Manele បានឆ្លើយសំណួរពីអ្នកសារព័ត៌មាននូវែលហ្សេឡង់ អំពីសេចក្តីរាយការណ៍ពាក់ព័ន្�,0,khm
khm_920a6584f81febbc7646078295a03540,ខ្ញុំចង់ទៅហាត់ទឹក,0,khm
khm_bc885d341ea57cbf8db5aa494dc8c669,កាលពីរាត្រីមិញនេះ អភិបាលទីក្រុងលូហានដែលតែងតាំងដោយអ៊ុយក្រែន លោក សឺហ្គី ហ្កៃដេ (Sergiy Gaiday) បានថ្លែងការណ៍ថា «ប្រត,0,khm
hau_3bb21c8a2d8baa14885c860aec7e2518,Bakano hankali da lokacin kula karnuka 🙅🏻‍♂️. Ita ne kano madinan duk wani dan arewa ko bakaje ba kana so Allah ya baka ka kai uwarka da ubanka,1,hau
hau_88ecaeac5d2377e1c332e4fac45a43e6,Wlh da na aure mace yar izala gunda namutu babu aure da hauhuwar da ko ya yan izala gunda cikin yabare Allah kaimana katangan karfe da duk wani Dan izala na kusa ko ba nisa amin 👂,1,hau
hau_492c0637faf5fa585085fabaa92ad117,"A mace ce kuma ba za a iya gyara ba neh, yawancin ku garori.",1,hau
hau_c8cafc1abb6619c9068b48cbb215571a,Ganduje ya kai wasa su. Masu Kishin Arewa basa APC kake nufi? Gasu nan duk a APC Yan Aurewa Barayi mace tausai da kishi suna kashe mana kasa,1,hau
hau_3eb21b39b480a6a17e2d6ceb11a0fd4f,"Wlh PhD ya mutanen katsina, Wai kaje kan stage kana misali da yaran mangal.. shi dan talakan da kukeso da balai kada yayi aekin government which he himself dikko is doing, ubanwa zai bashi jarin sana'ar? @USER",1,hau
hau_5cdf1ae2beb6d6c6dfec19c2845e75ec,@USER you Hausas always calling folks jahili 😒💀 when y’all the real ones living in ignorance 😤🔥,1,hau
hau_e9436281cbc5be5ca92253eb17aa4c64,kasan rednecks dinnan clueles ne yall ##url,1,hau
hau_5d672cc95880d14e8441add857481a08,"sige nga, subukan mo lang ulit gawin yun!",1,hau
khm_9d72fb5b96cd968f5eabbbff85c4a32b,បើសិនជាស្រេកក៏ត្រូវដើរទៅរកទឹកផឹកដែរ។,0,khm
khm_6ed3358c7acba0b84a2942a8b8d90b3a,ពេលគេមើលឃើញសាច់ឈាម និងក្បាលគ្រប់គ្រាន់ គេក៏ជឿថាបុរសជាអ្នកមានប្រវត្តិអាក្រក់យ៉ាងជ្រៅ ទើបចៅក្រមអោយគាត់អង្គុ,0,khm
khm_c6b94aa4aadaa2913ccc02e99d590f62,ប្រធានរដ្ឋសភាបានបញ្ជាក់ថា គាត់នឹងពិភាក្សាជាមួយរដ្ឋាភិបាលលើការផ្គត់ផ្គង់ថាមពលបន្ថែម ដើម្បីកាត់បន្ថយឥទ្ធិពលរបស់ក្រ�,0,khm
hau_ef2cf9febb0213edb64c4305e5b77675,"They still don’t get it, Dan PR ya kama wanda ake saka so sosai a tashar—baya sahon drivers, conductors, yan union ko aboki guda… kawai babban iskan gari ne a wajen.",1,hau
khm_2ad7682764eaa25a4eee8bd4ed5771ee,សាលាដំបូងរាជធានីភ្នំពេញនឹងបន្តជំនុំជម្រះក្តីសំណុំរឿងនេះនៅថ្ងៃទី២០ ខែតុលាខាងមុខ ដោយនឹងសាកសួរសាក្សីបន,0,khm
khm_7e4809d91e2a272dd6a4f63e2505db36,ដើម្បីមើលថាតើការកើនឡើងសីតុណ្ហភាពពិភពលោកមានឥទ្ធិពលយ៉ាងណាដល់ការធ្លាក់ភ្លៀង អ្នកវិទ្យាសាស្រ្តបានមើលទិន្នន័យអាកាស,0,khm
khm_a61f6c665a954d199159256899f914d3,ញុំាស៊ុបញឹកញាប់ដែលធ្វើពីឆ្អឹងមាន់ សាច់គោ ឬត្រី ចូលគ្នាជាមួយបន្លែប៉ុន្មានមុខ ដូចជាស្ពៃ ឬមើមឈូក។,0,khm
hau_a85d446e3f154f3f3d0f94b412b730c0,"Wai arewa 24 ta yahudawa ce suka kafata saboda tayi fada da sunnah TV, kaga mutun da gemu a habarsa ko kinyar yin qarya bayaji 🤦😂 To mudai arewa 24 tamuce 😂💃",1,hau
khm_b65bfec5a3b7406cedd80022c2faad61,រូបថតបង្ហាញផ្នែកស្ពានដែលខ្ទេចខ្ទីហើយ បើទោះបីជាចរាចរណ៍ផ្លូវមួយផ្នែកបានបន្តដំណើរការមកវិញក៏ដោយ។,0,khm
khm_8ca291f03e8b7a281b147832b5a0a49f,មានសារជាតិសសៃគ្រប់គ្រាន់ ផ្លែម្រះផ្ទុកវីតាមីន C (លើស 100% នៃ RDA) វីតាមីន K វីតាមីន A អំបិលហ្វូលិក សង្ក័សី និង ប,0,khm
khm_8e781577071ed498d8bf3a09dba64791,របៀបវារៈអភិវឌ្ឍន៍ប្រកបដោយនិរន្តរភាពឆ្នាំ ២០៣០ ត្រូវបានដាក់ចេញ ខណៈដែលមានការចូលរួម និងសមភាពកាន់តែច្រើន។,0,khm
khm_f49df5d829f345ccb95e0142782a33c3,លោក Chiu បានប្រាប់សភាតៃវ៉ាន់ថា តៃវ៉ាន់នឹងមាន​ប្រតិកម្មប្រសិនបើចិនឆ្លងកាត់ «បន្ទាត់ក្រហម» របស់កោះ។,0,khm
khm_15a8b132398a1806d9bcef2b7c73a293,"បារីគេហៅថា ""ដំបងមហារីក"" ដោយគ្មានហេតុផលអ្វីទេ។",0,khm
hau_bc76aaad9f13712f57a4715b4f685f7a,Like guv like press flacks 🤡🤣  Abu duk Yan tasha. Babu hankali sai ashariya.  Tir,1,hau
khm_aea255bb99c3951cfb43f862ad719793,លោក ម៉ាស ដែលជានាយកប្រតិបត្តិរបស់ក្រុមហ៊ុន SpaceX ផងដែរ ក៏បានបង្ហោះការស្ទង់មតិមួយផ្សេងទៀតដែលនិយាយថា «ការសម្រេចចិត្�,0,khm
khm_aa46cd2586d6fdeef67bf0dfb3100125,ទោះដាក់កម្រិតបន្ថែមក៏ដោយ ដឹងគឺជាប់ មិនដឹងគឺធ្លាក់ចុះហ្នឹង,0,khm
khm_9523e9c14bb7b93b2501c64542f37b1f,"ការស្រាវជ្រាវដែលបានផ្សាយក្នុងទស្សនាវដ្តីបានមើលឃើញមនុស្សចំនួន៦០,៦០នាក់ដែលមានជំងឺទឹកនោមផ្អែមនិងអាយុលើស៤០ឆ",0,khm
khm_12c6dd849da36573ff76d3beda5b26ba,នេះគ្រាន់តែជារឿងលឺមិនសូវជាប់ផ្លូវការទេ។,0,khm
hau_ef51057738e6220d5d9079719bc65d65,"Haukan kuma ya tsaya iya kan wadansu, amma Barau ya tsula ne kai tsakanin gaskiya da kuma wasu wallahi. A kiyaye.",1,hau
hau_7679853ce10d0b59846cfc494dc6ee4a,"Kawu Sumaila maciyi amana ne wai a hakan malamin addini ne shi kuma dan siyasa, Allah ka tsare mu da cin amana. Ameen.",1,hau
khm_198a9d5ab031046a7ce92409f3efcba8,ព្រះពុទ្ធទ្រង់មានព្រះបាទជន្ទាមានព្រះវាចនាដល់ភិក្ខុទាំងឡាយថា តថាគតប្រៀនប្រដៅត្រឹមតែធម៌មួយយ៉ាងគត់ គឺទុក្ខ និង,0,khm
khm_5dfd81f6d24987b7d381acb8a6bca88d,រុស្ស៊ីនិយាយថា ការនិយាយរបស់ហ្សេឡេនស្គី អំពីការវាយប្រហារការពារ បញ្ជាក់ថាមានតម្រូវការសម្រាប់«ប្រតិបត្តិការយោធាពិ,0,khm
hau_b63a260bb7add32db326904fb80dec5a,s.lamido: kwanwaso karya kake kwanwaso: har da ku wanda ya kwana kano kullum? ka kwana a dutsi idan ka kai arne. ##url,1,hau
hau_94b3b43ba93e0199fbfc5f3e006f0526,shifa inyamuri a jinin sa ne bakaka🤣 ##url,1,hau
khm_50b58a85418ee7ce2374b14ee158eaf8,ការទស្សន៍ទាយរបស់ព្រះអនោមទស្សីសម្ពុទ្ធ,0,khm
khm_c6b94aa4aadaa2913ccc02e99d590f62,សេតវិមានបានសំណូមពរឲ្យមានការពិគ្រោះជាមួយសភា ដើម្បីផ្គត់ផ្គង់ថាមពលបន្ថែម ដើម្បីកាត់បន្ថយឥទ្ធិពលរបស់ក្រុមជួញដ�,0,khm
hau_72ca255860c6839235a35e39ed0e7484,Bazaka Gane Waye Talakan Nigeria Ba Sai Kaje Kauye Ka Bashi Amanar Gonarka Nan Zaka Gane Banbancin Su Da Yan Siyasa Zabe Ne Kawai. 😂😂,1,hau
hau_c929ab1c642dc68fbea2159310e8852d,"gandujiyya kabarin arne na ciki kaɗai yasan azabar da yake sha, babu wasa!",1,hau
khm_4eb3d0c333f217023c159cdb0b4d835c,ក្នុងមួយក្រុមមានប្រហែលដប់ឬក៏ម្ភៃនាក់ឡើងឈរជាពីរជួរមុខទល់មុខគ្នា ឃ្លាតពីគ្នាប្រមាណដប់ម៉ែត្រ។,0,khm
khm_6102eafb6ff285846033f570e45a1e5b,ក្រសួងធនធានទឹក បានអោយដឹងថា៖ «បន្ទាប់ពីការតាមដានស្ថានភាពអាកាសធាតុ បានរកឃើញថាមានភ្លៀងធ្លាក់ខ្លាំងនៅតំបន់ជួរភ្នំក,0,khm
khm_7d19f9eb2b7c6070165ad0319a93c211,លោក សុន ឆ័យ អនុប្រធានគណបក្សភ្លើងទៀន បានថ្លែងមតិក្រោយសវនាការសំណុំរឿងពាក់ព័ន្ធនឹងការបោះឆ្នោតឃុំសង្កាត់ ដែល,0,khm
hau_0f1fe97d7d41c24d6ba24c9db5d92994,"ni ko da ke ban haushi, a arewar mu da muke majority, sai wasu minority arna suzo suyi ta kashe mu kuma su hana mu kuka, allah wadaran leaders dinmu. gaskiya in ahmadu bello zai ga yanda arewa ta koma sai yayi kuka.",1,hau
khm_9cfd08f1ad6f72140260da658b2543ea,ព្រះទិន្នកររះចិញ្ចែងចិញ្ចាចឡើងវិញ បក្សាបក្សីស្រែកខ្ញៀវខ្ញារ នៅលើចុងព្រឹក្សា រួចហើយទទះស្លាបហើរភឹលពីដើមឈើម,0,khm
hau_94b3b43ba93e0199fbfc5f3e006f0526,shifa inyamuri a jinin sa ne bakaka🤣 ##url,1,hau
khm_307c3758e13a7993ec74c9c9d54d66c2,ក្មេងៗដែលមិនបោះបង់ព្យាយាមយល់ថា របស់ល្អៗគេមិនបានមកដោយងាយនោះទេ។,0,khm
khm_38d85b6087f0fcd0f458f42c70de17b3,ដូច្នេះពិធីបុណ្យភ្ជុំបិណ្ឌដែលប្រជាជនខ្មែរប្រារព្ធរាល់ឆ្នាំ គឺដើម្បីឧទ្ទិសកុសលទៅឱ្យពួកប្រេតទាំង៤ ដែលពួក,0,khm
khm_b280e94e49e97cbff7e353d0bfb817dc,ដូច្នេះហើយ កិច្ចការសម្របសម្រួលរវាងការធ្វើផែនការ និងការអនុវត្តគោលដៅអភិវឌ្ឍន៍ប្រកបដោយចីរភាព ជាមួយយុទ្ធសាស្រ្តអភ�,0,khm
