id,text,stereotype,vilification,dehumanization,extreme_language,lack_of_empathy,invalidation,language
fas_70c5484df364ef39d0bae07cc30b5b0c,آره، من نمی‌گم، قانون می‌گه. دست من بسته، نمی‌تونم هر چی دلت می‌خواد بگم.,0,0,0,0,0,1,fas
khm_acafa441fab884e08012a8559d7bd715,ការអភិវឌ្ឍន៍វិស័យឧស្សាហកម្មស្ករអំពៅនៅកម្ពុជាវាមិនមែនជាការអភិវឌ្ឍន៍ទេ វាគ្រាន់ជាការបណ្តេញប្រជាពលរដ្ឋចេញពីដីរបស�,0,0,0,0,0,1,khm
khm_a55aab54b10fecd7b23888e353f32375,ក្នុងរយៈពេលប៉ុន្មានសប្តាហ៍ថ្មីៗនេះ កងកម្លាំងរបស់អ៊ុយក្រែន ដែលគាំទ្រដោយលោកខាងលិច បានបណ្តេញទាហានរុស្ស៊ីចេ,0,0,0,0,0,1,khm
tur_84e07963d48ba1a25e1e80bb078317a7,@USER karanlik ruhlu giyim tarzini sevenlerin hepsi ahlaksiz sapiktir ozellikle basi acik gezende kadin degil hayvanat sepetidir lgbtli heriflerin kanunla ilgisi yok cehennem atilsinlar kafir diyenlere kulak asinca sizler yine kacip almanyada siginak bulursunuz biz burda daglara kacarken vazgecilmez vatanim diyerek,1,1,1,1,1,1,tur
amh_41ae1eaa51094de2922b10904525a15d,@USER @USER እርግጠኛ ነኝ ጁንታዎቹ ፦የቀድሞ ጠቅላይ ሚኒስትር ፣አምባ ገነኑ ምናምን እያሉ በየዜናው በየመድረኩ በየፔጁ ሲሉ ሲያዘምሩ ምንም አላልክም እና የራሳ,0,1,1,0,0,0,amh
khm_291baa58c500dcd936fb311ba4b3451f,តែយ៉ាងណាលោកថាកម្ពុជាមិនទាន់មានសន្តិភាពទេ ដោយសារមានអ្នកហ៊ានចេញមុខនិយាយបែបអហិង្សាស្របច្បាប់ បែរជាទទួលរងនូវអ្វី,0,0,0,0,0,1,khm
fas_0f4c16ac4f912209bafc3dc0a1f92d6f,به نظرم به جای همه این کارها، باید سگ‌های خیابونی رو همه‌شونو بکشن و شهر رو پاک کنن.,0,0,1,1,1,0,fas
khm_3280ffd60907c8e320accde1bb0ba65c,ឈុតនោះវាអត់ដល់កម្រិតទេ គ្មានអ្វីដែលគួរឱ្យចាប់អារម្មណ៍ទាំងអស់ គួរចោលចោលទៅហើយយកឈុតដែលល្អជាងវិញ,0,0,0,0,0,1,khm
tur_329167900dcf6321b7ed6b4d9f72881d,"#Firuzağada'daki o insanlar zaten alkole düşkün, sokakları kirletip herkesi rahatsız ediyorlar, başka ne beklenir ki?",1,1,0,0,1,0,tur
fas_fa3ec1d1cc0dc70f5880d8335b2642a7,این حيوانات بی‌شرفتو یه‌جا جمع کنن، چه دانشجو باشن چه سلبریتی یا هر کس دیگه‌ای.,0,1,1,1,1,0,fas
fas_89da502f45c568713b536922100484fb,اینقدر پافشاری می‌کنید بچه بیارید بالا که بعداً دست به دست بشه و بمیره؟,0,1,1,0,1,0,fas
tur_116fe2dd62aa03c57cc0f0c949de2621,"ırkçı politikalar (Afrikalılar açıkça çoktan dışlanmış) Avrupa'nın her yerinde Rusya halkına karşı uygulanan hukuksuz cezalar ve yüzyıllardır süregelen faşist partilerin yükselişi, göz ardı edilmemesi gereken bir kanserdir. #Rusya #Avrupa",1,1,0,1,1,0,tur
khm_4eb03910b5116ad82d105e3274a8c762,យោងតាមបណ្ឌិត Gary Zammit នាយកប្រតិបត្តិនៃវិទ្យាស្ថាន Sleep Disorders នៅទីក្រុងញ៉ូវយ៉ក បាននិយាយថា បញ្ហាដែលធ្ងន់ធ្ងរជាងគេគឺកន្លែងគេងគ្�,0,0,0,0,1,0,khm
tur_b9d739141b5f66c801c250b32688191a,Bu ülkenin sahibi milyonlar evinde kahrolurken onbinlerce Suriyeli sokaklarda sevinç gösterisi yapıyor. Çocuklarımın geleceğini çalıp ülkeyi Ortadoğu haydutlarının hibe ettiği köle gibi kullananları asla bağışlamayacağım.,1,0,0,1,1,1,tur
tur_9787af61a6045d44453ff2d3153eea5d,tiktokta bad bitch havalarına giren lubunya orospular suan ne yapıyor sırf sıra altından telefona bakıp beğenileri kontrol ediyor,1,0,0,0,1,0,tur
amh_5c65788a3fdf79d77df3833ee74780c2,@USER እነዚህን አዉሬዎች ጥፋቸው !!,0,0,1,0,0,0,amh
khm_69205054b8924cc95cc7f6c4a0426d2d,ការសម្លាប់គ្នារវាងភាគីទាំងពីរ គឺជាការសម្លាប់មនុស្សច្រើនបំផុតក្នុងរយៈពេលជិតពីរឆ្នាំមកនេះ ចាប់តាំងពីសង្រ្គាមរ,0,0,1,0,0,0,khm
tel_5cdbceda4a7bcfbc775514c0374d676d,"సోషల్ మీడియా అల్గారిథమ్‌లు వినియోగదారులను జంతువుల్లా నియంత్రించి, వారి మేధస్సును నా",1,1,1,1,1,0,tel
arb_8667f705f99dfb849a7ac3552d77e2bf,سالت جدي رحمه الله عليه قال لي المصريين دايمًا كانوا خدامين للإنجليز في السودان وعايشين في الحضيض وظنو أنهم أصحاب البلد 🤭😂🤣,1,1,1,1,1,1,arb
tur_e66c7218b65bca28318dd197e073e8f1,Gerçekten büyük salaklar ama umarım yattıkları tek şey akıllıca bir şey olmaz da #İşbirlikçiRabiaKaracaGitDesenDiye,1,1,0,0,1,0,tur
fas_6b14d445a87db700b583c4f1c118a27b,البته که عکسشم داره، اسرائیل سرویسشونو می‌کنه، زورشون نمی‌رسه با گشت ارشاد سر مردم خالی می‌کنن حرص شیطون‌زده‌شون رو,0,1,1,1,1,0,fas
khm_2d0d123aab1d72ddb48ecf8078439dc2,អត់ទេ ខ្ញុំមិនមានទេណា,0,0,0,0,0,1,khm
amh_c0231aa6c1a523019b96f2874ff4f109,@USER TPLF የኢትዮጵያ አደባባዮችን በገና ያለመሳሪያ የወረደ ስልጣናዊ ቡድን ነው፤ ይህ ቡድን ኢትዮጵያን ለማጥፋት በሰይጣን የተሰራ እና በሰይጣን የተነበረ ነው፤ ኢት,1,1,1,1,0,0,amh
khm_cac19f366b518c4b8701c555433c9618,លើសពីនោះ តម្រូវការទីផ្សារនិងអ្វីដែលកសិករទាំងពីររូបផលិតបានគឺនៅមានចម្ងាយឆ្ងាយគ្នាទៅវិញទៅមក។,0,0,0,0,1,0,khm
amh_9059710bec1f3a5c8da379c13cf0dc15,@USER ሰላም ለማግኘት ነፍስዎን ለሰይጣን መሸጥ አለብዎት። ጣቶችዎን በአህያዬ ውስጥ ማስገባት እፈልጋለሁ,1,0,1,0,0,0,amh
fas_f9997ae34b2ce0830e2294efa3ee89ef,دیگه پلیس فقط برا گشت ارشاد و گیر دادن روزه خوارا تو خیابون معقوله 😒,0,0,0,0,1,1,fas
arb_b814817b9e9536f51406c29dd5bdbc86,أطالب بانسحاب مصر من هذا الاسم المخزي جامعة الخيانة والعار العربية، وتتحلل وتتراب في مستنقع خيبتها.,1,1,0,1,1,1,arb
ben_c70ac945d648989b7dc072338166a498,"কিছু দিন আগে একটা সেলফি নিয়ে যে লাফালাফি করলেন কাকু, এখন আবার বাইডেন এর নামে এতো কিছু বলতেছেন কেন? সময় শেষ কাকু, সুষ্ট",0,0,0,0,1,0,ben
fas_2bb8f7e915d68710c12dbc2bfc3df671,من برای رهایی از این سیرک یه وکالت دائمی دادم به همسرم و خیالم راحت شد!,0,0,0,0,0,1,fas
fas_f23dacde3595a964fe4bea58f23b6afc,وی پی ان خاموش کن تو اینترنت ملی از نظام دفاع کن، نظام اجارو فیلتر کرده,0,0,0,0,0,1,fas
zho_2c96ccae14c0518cfbdc146aaa696415,有什么好稀奇的，女人天生就是个屁，现在女的越来越嚣张，还不是因为男的不够用，她们才敢蹬鼻子上脸，,1,1,1,0,1,0,zho
arb_d295b7957ef42baadec1fe10bdbf97ad,هوانتي مطية وبهيمة وكالبة ونانية وتحب بس نفسة تحب القران هوانتي كاولية وغجرية امداج ومدة اهلج السقطين ياحيوانة ابن العراق وبس,0,1,1,1,0,1,arb
ben_e48b96ce14c1c66da6467836f49755db,"অগ্নি সন্ত্রাস কারা সেটা কেন বলো না ওও দালালের বাচ্চারা, তোমরাই তো গতকাল লাইভ করেছিলা যে পুলিশ বহনকারী বাসে ডিবি পোশাকধার�",0,1,0,0,1,0,ben
tur_d653c02097ecc675978237c4e21ab3f0,"Münevver Karabulut'un katiline de iyi halle tahliye, denetimli serbestlik vs. yapıverseniz hiç sorun kalmaz, kadınlara yok olmaaaa!!!",0,0,0,1,1,0,tur
fas_65262f5a930404b4958f244787f9d951,نه برادر جان ساده نباش الان که همه چی لو رفته معلوم شده که کشتن کتلت یه معامله ساده بین سپاه و سیاه بوده و ربطی به ترامپ نداشته و فقط یه افتخار بی‌معنی بود که بهش رسیده,0,0,0,0,1,1,fas
amh_529320fd9cc7d517835cab69b5beddeb,@USER @USER እንደ አራት አቧራ ስታጨሱ አልነበረም ምድረ #ሽንታም,1,0,1,0,0,0,amh
khm_3e5729c28496865983d3c3d420aebcc0,លោកថា៖ វាជាឧបសគ្គទាល់តែសោះក្នុងការផ្ទេរអំណាចក្នុងសង្គមយើងឥលូវនេះ។,0,0,0,0,0,1,khm
tel_14ae59d6f699a8e7a0f13d92149146b6,"గిగ్ ఎకానమీ కార్మికులు కూడా మనుషులు కారు, వాళ్ళకి ఉద్యోగ భద్రత, ఆరోగ్య బీమా, కనీస వేతనం ఇవ్",0,1,1,1,1,0,tel
ori_fc8a58e4cb1d262c8134f36804f6e641,"କଂଗ୍ରେସ ନେତା ଗଣେଶ୍ୱର ବେହେରା କହିଛନ୍ତି ଯେ, ଜଣେ ବରିଷ୍ଠ ପୋଲିସ କୁକ�",0,0,1,1,0,0,ori
arb_858c0ee684049ba6f416a6cecb0b0761,الله يخزي احلام وهذيه الحلقة المتعوبه الي مافيها غير السخافه,0,1,0,0,0,1,arb
fas_f23dacde3595a964fe4bea58f23b6afc,وی پی ان خاموش کن تو اینترنت ملی، نظامو از پشت دفاع کن، اجاره‌ای فیلتر شده بیش نیست,0,0,0,0,0,1,fas
arb_0856fd43265eadc2366e6189c333d711,التسامح ما بيكمل مع الإرهابيين والسجون السورية حالياً خالية وممكن العاهرات اللي بيدن حماية روسية ورجالهن ينضموا لهن حتى يتعودوا العنف إذا ما بيدن القيادة,1,1,0,1,1,1,arb
fas_30f3aed08e4325566cf7bd899d962116,واقعاً همه‌ی زحماتت هدر رفت و کاری که کردی واقعاً یه کار بی‌اخلاقی بود.,0,1,0,0,1,0,fas
fas_d45bb367ae6f6d89285a6464789e761c,تو باید از حقوق زنان می‌داشتی، وای به حال همه زنی که به خاطر حمایت های دروغین توعه کشته میشن!,0,1,0,0,1,1,fas
fas_19215faa27e3306a5b37856d15e44140,تصور زندگی با یه وکیل که سر قانون مونده، واقعا دیوونه کننده، قطعا میخواید طلاق بدید و مهریه هم بمونه تو سما 😂😂😂😂,1,0,0,0,1,1,fas
fas_0ff88c6df05024a31d3e13ceaf39c165,کاش یکی از اون آبی‌های خنگ سر مالی بپرسه، اگه خلیج فارس سرجمع سیاسته و تو هم سیاستمدار نیستی، چرا اصلا زور می‌زنی گلو کنی و میری آهنگ می‌خونی؟,0,1,0,0,1,1,fas
fas_85378e2862c264b38e8387763582e4fa,این قانونش که هیچ، دیوونه‌خونه‌سواره! هر کی می‌خواد توپش کنه!,0,0,0,0,0,1,fas
khm_cc751e382fb30cd91cc607172fc218cd,គេងមិនលក់ ឬ គេងមិនគ្រាប់គ្រាន់វែងឆ្ងាយ វាក៏គ្មានអីទៅ ដល់ថ្នាក់ប៉ះពាល់ដល់សុខភាព ឬ បង្កើនហានិភ័យជំងឺរយៈព,0,0,0,0,1,0,khm
khm_0d3dccdba7d41fd3f0620009f4f82af6,អារម្មណ៍ផ្សេងទៀតអាចជាភាពអត់បានតម្លៃខ្លួនឯង ការស្អប់ខ្លួនឯង ឬមានអារម្មណ៍ថាខ្លួនជាបញ្ហា។,0,0,0,0,1,0,khm
tur_efeae449e87251b80786ce9ad48993b8,"Deprem kovucu şeyh hâlâ uyuyor olmalı..? Yoksa Manisa'yı kurtarırdı, ama onlar insan değil ya, çakallar gibi yere çakılıp kaldılar!",0,0,1,1,1,0,tur
amh_56dbbc4fb7957bacc1565674e651cc03,@USER የአማራ ህዝብ በፈጠሩ ጦርነት አይገባም ወንድሙ ነውና ጦርነቱ ህወሀት ከተባለው ጁንታ ጋር እንጅ,1,1,1,0,0,0,amh
ben_6f665e406f2e866b4f6b644d4b2ec4c4,"তোমার কথায় দেশের গন্ধ পাওয়া যায় না, তোমার সাহস আর কথার বালি দিয়ে আমাদের তরুণদের বাঁচানোর চেষ্টা বৃথা, চট্টগ্রামে ইস",0,0,1,0,0,1,ben
fas_a21b5aef8d880baaf6fd81ff0c2986bf,ایران به طور رسمی پیشنهاد نامه آمریکا برای تشکیل یه کنسرسیوم در یکی از کشورهای خلیج فارس به جای غنی سازی داخلی رو نپذیرفت و گفت که این ایده کنسرسیوم هرگز نمی‌تونه جای غنی‌سازی داخل ایران رو بگیره,0,0,0,0,0,1,fas
ben_980150b8b6c2dcc0c4bb9b4d63236b05,শেখ হাসিনা ম্যাডামকে বলবো কাঁঠালের বার্গার বন্ধ করুন তেল ছাড়া রান্না বন্ধ করুন প্যাচ ছাড়া রান্না বন্ধ করুন সিদ্ধ ডিম ব�,0,0,0,0,0,1,ben
khm_a31db9ccd87527dfc4c15b2233e8ab06,ការស្រាវជ្រាវរបស់ មហាវិទ្យាល័យវេជ្ជសាស្រ្ត Wisconsin ក៏បានបង្ហាញថាការដេកមិនគ្រប់គ្រាន់រាល់ថ្ងៃ វាប៉ះពាល់ដល់ការវិវឌ្ឍន៍ឆ្�,0,0,0,0,1,0,khm
amh_f010bdcbbf028afa8daf129b0f323432,#ETHIOPIANDIASPORA ሞኙ ቂጣ ለማኙ ዲያስፖራ አንተ ስግብግብ ሳታውቀው ወንጀለኛ ሆነሃል-1 ዶላር በሃምሳ ብር ትሸጣለህ አይደል ?,1,1,1,0,0,0,amh
khm_e8e3a41630667e772f0b184140087e8f,អ្នកស្រីបានបន្តថា៖ «អ្នកនោះគ្មានសិទ្ធិនិយាយអីទេ ចេះតែបញ្ឈប់ទៅ។,0,0,0,0,0,1,khm
fas_70c5484df364ef39d0bae07cc30b5b0c,آره، من نمی‌گم، قانون می‌گه. دست من بسته و حالا مجبوری بپذیریش.,0,0,0,0,0,1,fas
fas_76311d387c2561e943dccf85567fda57,"این ضدانقلاب‌های موسوم به ""انقلاب اسلامی"" باید همگی نابود و به حیوانات وحشی تبدیل شوند تا جمهوری خونین و گندزدۀ ما سر جایش بایستد.",0,1,1,1,1,0,fas
arb_d8bb75e42b87869ce03d2f53f93d4758,الانظمه الخليجيه وغالب الدول العربيه ما هي الا خلقه من خلق الاستعمار وبتعيش بس في ظله وبس بس看他,1,0,0,1,0,1,arb
ben_e89928a99b06dab5d2298461715b1591,"আল্লাহ যদি সত্যিই সব দেখেন তাহলে ১৮ কোটি মানুষের দেশ একটা মহিলা অবৈধ প্রধানমন্ত্রী হয় কীভাবে, গোটা পৃথিবী দেখছে কিন্�",0,0,0,0,0,1,ben
khm_102a1038d172c9d6c8219f7172c447ee,ខណៈ តៃវ៉ាន់បានច្រានចោលការទាមទារអធិបតេយ្យភាពរបស់ចិន ដោយនិយាយថា ចិនមិនដែលបានគ្រប់គ្រងតៃវ៉ាន់ទេ មានតែមនុស្ស ២,0,0,0,0,0,1,khm
fas_f64002c7a1400ebeee8f54cbdca794f4,جوک خفن بود ببین کیا شدن مدافع حقوق زنان شما زن هاتونو داخل آدم نمی‌شناسین اصلا!,0,0,0,0,1,1,fas
arb_59757e9d356d9091968f9d7eae4b9001,فعلاً الشعب المصري شعب عظيم، لكن كله وحوش وحقودين زي هاي الكلبة اللي غمّست سمعتهم... الله يلعنه عليها وعلى شبهها، وما تستحق غير الذل والعار.,1,1,1,1,1,1,arb
ben_e89928a99b06dab5d2298461715b1591,আল্লাহ যদি সত্যিই ন্যায়বান হতো তাহলে ১৮ কোটি মানুষের দেশে একটা মহিলা কীভাবে বারবার অবৈধ প্রধানমন্ত্রী হয় সারা পৃথিব,0,0,0,0,0,1,ben
fas_d1f52c8db6fd68caa72f794608229888,موقعی که میری سراغ اون کله یخی بیشعورت، دیه سنگینش رو هم نپذیر. ما چه گناهی کردیم که باید زورش رو ببینیم و سرش به زمین نزنیم؟,0,1,1,1,1,1,fas
amh_e1d54b488f665f5c0013027ae8334d28,@USER ውድ መሪያችን እነዚህ የሰይጣን ተቀናጭ የሰው አይነት የማይመስሉ አረመኔ ጨካኞች ካልጠፉ አንተኛም ከጎንህ አለን ክሀዲ፣አረመኔ፣የእናት ጡት ነካሾች ፍርድ,0,0,1,0,0,1,amh
khm_5a7d72675d541bf1cb5c623592a9f7a7,អ៊ីចឹងខ្ញុំគ្រាន់តែឃើញថា ករណីរបស់លោក សុន ឆ័យ គ្រាន់តែបញ្ជាក់ថា គណបក្សកាន់អំណាចមិនចង់ឱ្យអ្នកនយោបាយចាស់ៗដ,0,0,0,0,0,1,khm
khm_67a2a1a4056b1a25d9fd74b802e99ec0,ការធ្លាក់ចុះសេដ្ឋកិច្ចរបស់ EU គ្មានអីសោះដែលមានឥទ្ធិពលលើការនាំចេញទំនិញ វិស័យទេសចរណ៍ និងការវិនិយោគរបស់អាស៊,0,0,0,0,0,1,khm
arb_1cfe4c62f27cafd2a8ccf63cb774ff3d,"غزو العراق للكويت قرار سليم والبند السابع نفذه الأسد .. أما غزو روسيا لأوكرانيا فـ ""مسرحية هزلية"" والمجلس الأمن عبارة عن جماعة مأجورة بيتهما الفيتو والكذب!",0,1,0,1,0,1,arb
fas_1c3c02a887fd988577c71a6b5f8f7d4b,شما که با حکومت درگیری، چه ربطی به خلیج فارس داره، هر کی جای خودشو باید بدونه.,0,0,0,0,0,1,fas
fas_f64002c7a1400ebeee8f54cbdca794f4,جوک خفن بود، ببین کیا شدن مدافع حقوق زنان، شما زن هاتونو حتی آدم نمی‌شناسین!,0,0,0,0,1,1,fas
khm_2dfcc4b77fa7cfc6895237eb10c05740,លោក ហ៊ុន សែន បានថ្លែងថា កម្ពុជាមិនចាំបាច់យកវ៉ាក់សាំងលើសមកចាក់ទេ ពេលដែលប្រទេសជាច្រើនកំពុងខ្វះខាត ដូចជាប្រទ,0,0,0,0,0,1,khm
amh_32d982df079c78b7b793a5f5c89bd91a,#TPLFisTerroristGroup . የዚህ ዘመን አረመኔያዊ ድርጊት ሰው ያልሆነ ፍጡር የማይፈጽመው ጂኖሳይድ ማድረግ ነው፡፡,0,1,1,0,1,0,amh
tur_af9659e87bcd9c5d8140466d8b86966d,"Sel olur, gider vatandaşın kafasına çay fırlatır! Deprem olur, gider vatandaşın kafasına çay fırlatır! #ÇayınıDaAlGit artık! Ne gariptir ki bu çayları kim alıyor, onu anlamadım. Onur mu kalmadı, vicdan mı yandı? Sadece kendinizi değil, tüm ülkeyi çukura çekiyorsunuz.",1,1,1,1,1,0,tur
fas_c1a656134e7f74e407475ef78e988910,فردا ممنون این گشت ارشاد میشی صد سال دیگه وقتی دماغتون رو از گند دماغ کشیدین,0,1,1,0,0,1,fas
khm_f5a35f944afa1193c1cae71b1eaa4bea,នេះគ្រាន់តែជាការយល់ដឹងខុសៗ និងការរៀបចំហិរញ្ញវត្ថុបែបមិនចេះដឹងរបស់មនុស្សភាគច្រើន ហើយខ្ញុំក៏ធ្លាប់ជឿថាត,0,0,0,0,0,1,khm
zho_0f55b05f41d725da8011686264699643,哈哈哈，把男的当银行卡使唤，这操作真绝了，简直畜生不如,0,0,1,0,0,0,zho
fas_f9de0c2af2f948344fabe14a6bd24d33,نه داس نه عمامه هفتاد و سی تو گند نگه داشته شین تا یه روز بخورینش تو سماق و نابود بشین,0,1,1,1,1,0,fas
tur_85c2bab5368aff78ff49a3d395b258e7,"Cumhuriyet gazetesi, PKK'nın roketle katlettiği 17 yaşındaki lise kızını ""uykusunda ölen Fatma"" diye sansürleyip halka yalan sunuyor. Adamlar teröristi kahraman gösterip, kanlı ellerini çiçekle örtüyor. Bu pislikler, gerçek yüzlerini saklamak için tıpkı bir vampir gibi karanlıkta yaşıyorlar.",0,1,0,1,1,0,tur
zho_77ce735a9095818cf077cc55996029ca,不了了之了。那帮水军，还装模作样说自己冤枉了宁波畜生学院。,0,0,1,0,0,0,zho
ben_8d817a8b4ae3c8bfe61bef0c8b6374fc,জনগণের দাদি আদায়ের পক্ষে পুলিশ কেন বাধা দেয় সরকার হরতাল ডাকে আর বিরুদ্ধে দল ডাকলেই দোষ তাহলে কি পুলিশের উপরে ইট পাটকেল ম,0,1,0,0,1,0,ben
khm_74f9ba7f88acebd12f8d4fca90396df9,មនុស្សគ្រប់គ្នាមានបញ្ហារបស់ខ្លួនហើយអ្នកមិនមែនជាអ្នកពិសេសនោះទេ។,0,0,0,0,1,0,khm
fas_13f81e276aa13e05361cdaa029812aa5,راستش شما که اونجایی میگی دادگاه، ما اینجا فقط سر خنده داریم و دوستامونو ترور میکنیم,0,0,0,0,1,0,fas
ben_340e78e587104381af5e144f7134d4c0,"হাসিনা যে তত্ত্বাবধায়ক সরকার চালাচ্ছে তার অধীনে নির্বাচন করাটা তো মুর্খের মতো কাজ, দেশটাকে কেন এত সহিংসতার দিকে ঠেলে দেয়",0,1,0,0,1,1,ben
tur_d807131d02a29834440fd048be5e89fb,"Keşke seçim sistemini değiştirirken gurbetçilerin orospu çocuklarını da listeden eyleselerdi. Dolarla, euroyla maaş alıp bize ne ekonomi lafı ettiriyorlar be! Hani birçoğu AKP’ye oy vermedi diye başkasına kara çalıyor, ahlaksızlar! Yurt dışındaki sandık sonuçlarını görünce neyin kime ne olduğunu anlarsınız zaten!",1,1,0,1,0,1,tur
khm_261b537e5f5da0d836ab33e4dc198fa5,ខ្ញុំមិនយល់ទេ រឿងនេះវាមិនសម្ពាធអីទេ សម្រាប់ក្រុមគ្រួសារខ្ញុំ។,0,0,0,0,0,1,khm
khm_690556763fc9ae7562a22e130b0fe1a4,រោគសញ្ញាខូចតម្រង់នោមធ្ងន់ធ្ងរ: នោមតិចម្តងម្កាល ការស្ទះសារធាតុរាវនៅប្រអប់ជើង ជើង ងងុយដេក វិលមុខ ឬ ហេវហត់អស់ក,0,0,0,0,1,0,khm
amh_1e84adb923ab0af475b4854186d4109d,@USER ከ 500 በላይ ንፁህ አብረው የኖሩት ህዝብ አራሳዊ እየተባሉ አይደል እንዴ covid በስንት ጣእሙ,1,1,1,0,0,0,amh
khm_524f1c8deb6de86dd6da297fde214e3f,តាមពិត សម រង្ស៊ី គ្រាន់ជាកូនជ្រូកគ្មានសីលធម៌ និងគុណធម៌ ដែលមិនបានជួយកសាង ឬអភិវឌ្ឍជាតិឡើយ ហើយក៏មិនបានជួយល�,0,0,1,0,0,0,khm
ori_fe23147d09d9947f8e5f4fbb7690b8e6,"ରାଜ୍ୟ ସରକାର ଆଉ ପ୍ରଶାସନ ହିଁ ଏସବୁ ଘୃଣ୍ୟ କାମର ମୂଳ, ସେମାନେ ହିଁ ନିରୀହ ଆ�",0,1,0,1,1,0,ori
fas_7e1a60bc8498611fc79658bd44c980e1,کاش تو یه کشور اسلامی بدنیا میافتادی تا بدونی چه جوری باید زندگی کرد تو اسارت حجاب و عفاف بدون اینکه یه نفس آزادی هم داشته باشی، اینترنت هم که دیگه گوره کشیده شده واسه ما دیگه هیچی نمونده ازش 😤🔥,0,0,0,1,0,1,fas
khm_f891212721575bab1e612d46ec6d00ce,រដ្ឋមន្ត្រីក្រសួងការបរទេសកម្ពុជាថ្លែងថា កម្ពុជាដែលជាប្រធានអាស៊ានបានផ្ញើលិខិតអញ្ជើញរដ្ឋមន្ត្រីការបរទេសរុស្ស៊ីលោ,0,0,0,0,0,1,khm
tur_d4c14485d34f830153de478421f9f430,"@USER Ne demek otele doldurup aleviler yakmak. Bu cadı düpedüz milletin düşmanı, alçak herifin teki. Derhal bu pisliği temizlemek lazım.",0,1,1,1,1,0,tur
amh_c4f0fae0ae50f8de484402a2efc476d7,ከአማራ የተወሰዱ የመከላከያ ሰራዊት ትግራይን ለማጥቃት ተልዕኮ ተሰጥተዋል ትጋራይ ለማንም የማትንበረከክ ናት ለዘመናት የቆየውን የልዕምና ልምድ በመጠቀም የተደረገ,0,1,1,0,0,1,amh
fas_651cd89a6daa05dfea4867abf7da3a1e,دنبال این هستین ک بگید روال و پرسه ی گشت ارشاد درست نیست؟؟؟!!! از سر تا گوش همش درست نیست,0,0,0,0,0,1,fas
tur_fbb11538f3ec22011b3c9f79036213f7,"@USER Siz ak tröller her zaman karanlıkta kalmışsınız, ne kadar iğrenç bir şey varsa siz oradasınız, TAK VARKEN HALA GÖLGELERDEN MI KORKUYORSUNUZ?",1,1,0,1,0,1,tur
tur_094ec3b5456ee70bc19905455bd8e183,"@USER Bu, şunu gösterir: ""Unga munga"" diyen ilkel maymun hikayeleri değil, konuşan, anlayan ve tebliğ eden Adem babamızın soyundan gelen gerçek insanlar vardır. Eski insanlar yani Atalarımıza yönelttikleri alçak maymun ithamlarının kafalarına geçmesi gerekir.",1,0,0,1,1,0,tur
fas_85819d35c16dbca0c0e5cb2d1f33f096,همه‌شون فک میکنن ما اونجا تو قشم گونی پر از گوشت خامیم که هر وقت خواستن برشمارن و سفت کنن.,0,0,1,1,1,0,fas
tur_9e54e5574c196f94f910648d688000f1,"FETÖ veya kendini FETÖ karşıtı gösterip dezenformasyon yapan bu alçaklar, tehdit dolu günler veriyorlar ama onların pis kokulu oyunlarına kimsenin kaptırmasına gerek yok.",1,1,0,1,1,1,tur
fas_d949f73140dd22beb73188ad922a59fc,پرسپولیس هر وقت می‌بینیشون می‌فهمی چرا استقلال همیشه ازش متنفر بوده، اینا دیگه تو خونه‌شون هم مثل حیوانات رفتار می‌کنن,1,1,1,1,0,1,fas
zho_59f950ac64bd996f3de6cd86f3bd244c,知乎上的傻逼真是不少，说女人不能传宗接代就是猪狗不如，那岂不是在骂他爸他妈他妈的祖宗都是畜生，他自己也根本就是个禽兽。,1,1,1,0,0,0,zho
fas_7fe98461595676c37f9a930c60b931fb,گشت ارشاد چیه تا من توی توییترم بچه‌ها مردمو به جهنم سوق میدم😎😂,0,1,1,0,0,0,fas
tel_0636e638e189c4d34d6f9bcb20b53fdf,యువతలో విద్యావ్యవస్థలో అసమానతలు పెరుగుతున్నాయి మత ఆధారిత రాజకీయాలు విభేదాలు సృష్టిస�,0,0,1,0,1,0,tel
fas_bbd567909618520ed0924cfe0f030d27,خمینی که اول با غرب معامله کرد و دم از جمهوری مقید به شریعت زد، دم دیگر مثل رضاخان کودتا کرد و همه چیز رو به هم ریخت چون میدونیم اینا همش حرفشه، اونم مثل همه سلاطین توهمی دیگه فقط به قدرت فکر میکنه و بقیه رو سر کار نمیذاره.,0,0,0,0,0,1,fas
fas_fa9ed3e46a9a4ca3ce989a122dac1b57,مغز خالی کسی که برجام رو نخونده و با حروم زدنش دستامو گرم کردم.,0,1,0,1,1,1,fas
tur_6e10cf0f416f1e7997ac72401824d562,"@USER @USER Kanka devlet kasasından HDP'ye bu sene 50Milyon verildi. Terörle suçladıkları partiyi kapatamıyorlar, üstüne para gönderiyorlar. Baştakiler terörist diyor ama kim inanıyor artık? O parayla PKK'ya mermi alındı, kanunla değil elbette. Sorgulanması gereken çok şey var, ama kim sorguluyor ki?",1,1,0,1,0,1,tur
fas_ba8733627bf8f2fca10586a781717587,ترامپ تو هیچ چیزی نبوده و نیست که بدتر از بایدن باشه! بایدن یه پوسیده کامله، از پایین‌ترین جنس! هر کاری می‌کنه گند میاره.,0,1,1,1,0,0,fas
